lake,cause,effect,status,obs_lag,obs_rho,obs_n,E_effect,tau,p_value,p_fdr,kendall_tau,kendall_p,convergence_diagnostic_pass,statistically_significant,lag_resolution,causal_evidence,n_valid_surrogates
Okanagan_Lake,WL,T,OK,1,0.22538,327,9,1,0.2834331337325349,0.3501232828460725,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Playgreen_Lake,Evap,P,OK,10,0.19676,325,5,1,0.0199600798403193,0.0381056069678824,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Playgreen_Lake,Evap,R,OK,6,0.15546,329,4,1,0.3473053892215569,0.4108965168255039,0.5,0.0751763668430335,False,False,not_significant,False,500
Playgreen_Lake,Evap,RegFlow,OK,1,0.16939,330,3,1,0.3592814371257485,0.420329257918703,0.8333333333333334,0.0008542768959435,True,False,not_significant,False,500
Playgreen_Lake,Evap,SWE,OK,4,0.18961,329,7,1,0.059880239520958,0.0963590061256796,0.8888888888888888,0.000242504409171,True,False,not_significant,False,500
Playgreen_Lake,Evap,T,OK,1,0.46673,333,3,1,0.0019960079840319,0.0049604932147539,0.8888888888888888,0.000242504409171,True,True,resolved,True,500
Playgreen_Lake,Evap,WL,OK,-12,0.18909,288,2,1,0.3632734530938123,0.4226450146797816,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Playgreen_Lake,P,Evap,OK,9,0.20485,326,8,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Playgreen_Lake,P,R,OK,2,0.40118,332,4,1,0.0019960079840319,0.0049604932147539,0.7777777777777778,0.0024250440917107,True,True,resolved,True,500
Playgreen_Lake,P,RegFlow,OK,2,0.26798,330,3,1,0.0019960079840319,0.0049604932147539,0.9444444444444444,4.96031746031746e-05,True,True,resolved,True,500
Playgreen_Lake,P,SWE,OK,-6,0.08282,323,7,1,0.7504990019960079,0.766933286711249,0.8888888888888888,0.000242504409171,True,False,not_significant,False,500
Playgreen_Lake,P,T,OK,1,0.20819,333,3,1,0.0518962075848303,0.0851422155688622,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Playgreen_Lake,P,WL,OK,6,0.32978,289,2,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Playgreen_Lake,R,Evap,OK,0,0.29113,328,8,1,0.0179640718562874,0.035092605486701,1.0,5.5114638447971785e-06,True,True,unresolved_contemporaneous,True,500
Playgreen_Lake,R,P,OK,0,0.52697,331,5,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,unresolved_contemporaneous,True,500
Playgreen_Lake,R,RegFlow,OK,3,0.68552,329,3,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Playgreen_Lake,R,SWE,OK,-3,0.46194,326,7,1,0.0019960079840319,0.0049604932147539,0.9444444444444444,4.96031746031746e-05,True,True,rejected_reverse,False,500
Playgreen_Lake,R,T,OK,1,0.14244,333,3,1,0.3852295409181637,0.4384726481995359,0.6666666666666666,0.0126653439153439,True,False,not_significant,False,500
Playgreen_Lake,R,WL,OK,1,0.53112,294,2,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Playgreen_Lake,RegFlow,Evap,OK,12,0.2039,322,8,1,0.2754491017964072,0.3422740318180207,0.611111111111111,0.0247409611992945,True,False,not_significant,False,500
Playgreen_Lake,RegFlow,P,OK,-4,0.38335,326,5,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,rejected_reverse,False,500
Playgreen_Lake,RegFlow,R,OK,0,0.69817,331,4,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,unresolved_contemporaneous,True,500
Playgreen_Lake,RegFlow,SWE,OK,-4,0.38489,324,7,1,0.0019960079840319,0.0049604932147539,0.9444444444444444,4.96031746031746e-05,True,True,rejected_reverse,False,500
Playgreen_Lake,RegFlow,T,OK,11,0.30303,323,3,1,0.0039920159680638,0.0087782550083079,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Playgreen_Lake,RegFlow,WL,OK,0,0.60737,293,2,1,0.0019960079840319,0.0049604932147539,0.8888888888888888,0.000242504409171,True,True,unresolved_contemporaneous,True,500
Playgreen_Lake,SWE,Evap,OK,2,0.39872,328,8,1,0.0079840319361277,0.0167664670658682,0.9444444444444444,4.96031746031746e-05,True,True,resolved,True,500
Playgreen_Lake,SWE,P,OK,-1,0.34158,330,5,1,0.0039920159680638,0.0087782550083079,0.9444444444444444,4.96031746031746e-05,True,True,rejected_reverse,False,500
Playgreen_Lake,SWE,R,OK,6,0.44978,329,4,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Playgreen_Lake,SWE,RegFlow,OK,6,0.22986,326,3,1,0.2714570858283433,0.3393213572854291,0.5555555555555556,0.0446152998236331,True,False,not_significant,False,500
Playgreen_Lake,SWE,T,OK,0,0.38591,333,3,1,0.0019960079840319,0.0049604932147539,0.1666666666666666,0.612202380952381,False,False,not_significant,False,500
Playgreen_Lake,SWE,WL,OK,-10,0.23442,288,2,1,0.405189620758483,0.4550257773223606,0.8888888888888888,0.000242504409171,True,False,not_significant,False,500
Playgreen_Lake,T,Evap,OK,2,0.34839,328,8,1,0.0019960079840319,0.0049604932147539,0.7222222222222222,0.0058862433862433,True,True,resolved,True,500
Playgreen_Lake,T,P,OK,2,0.13789,331,5,1,0.2974051896207584,0.3641696199437859,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Playgreen_Lake,T,R,OK,-10,0.20921,322,4,1,0.0479041916167664,0.0795247449764502,0.8888888888888888,0.000242504409171,True,False,not_significant,False,500
Playgreen_Lake,T,RegFlow,OK,-7,0.15783,323,3,1,0.3373253493013972,0.4013502739563366,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Playgreen_Lake,T,SWE,OK,2,0.45816,329,7,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Playgreen_Lake,T,WL,OK,-10,0.22736,288,2,1,0.0858283433133732,0.1287425149700599,0.8333333333333334,0.0008542768959435,True,False,not_significant,False,500
Playgreen_Lake,WL,Evap,OK,12,0.25825,299,8,1,0.1896207584830339,0.248877245508982,0.2222222222222222,0.4767085537918871,False,False,not_significant,False,500
Playgreen_Lake,WL,P,OK,-2,0.32164,300,5,1,0.0039920159680638,0.0087782550083079,0.8333333333333334,0.0008542768959435,True,True,rejected_reverse,False,500
Playgreen_Lake,WL,R,OK,0,0.68396,303,4,1,0.0019960079840319,0.0049604932147539,0.5555555555555556,0.0446152998236331,True,True,unresolved_contemporaneous,True,500
Playgreen_Lake,WL,RegFlow,OK,2,0.75774,302,3,1,0.0019960079840319,0.0049604932147539,0.9444444444444444,4.96031746031746e-05,True,True,resolved,True,500
Playgreen_Lake,WL,SWE,OK,7,0.21283,300,7,1,0.5728542914171657,0.6060423234136262,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Playgreen_Lake,WL,T,OK,12,0.25626,299,3,1,0.0479041916167664,0.0795247449764502,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Rainy_Lake,Evap,P,OK,-4,0.21858,322,10,1,0.0518962075848303,0.0851422155688622,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Rainy_Lake,Evap,R,OK,2,0.29874,331,5,1,0.0139720558882235,0.0279441117764471,0.5555555555555556,0.0446152998236331,True,True,resolved,True,500
Rainy_Lake,Evap,RegFlow,OK,2,0.26918,321,5,1,0.0139720558882235,0.0279441117764471,0.9444444444444444,4.96031746031746e-05,True,True,resolved,True,500
Rainy_Lake,Evap,SWE,OK,3,0.31701,330,6,1,0.0039920159680638,0.0087782550083079,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Rainy_Lake,Evap,T,OK,-1,0.47753,328,7,1,0.0019960079840319,0.0049604932147539,0.7222222222222222,0.0058862433862433,True,True,rejected_reverse,False,500
Rainy_Lake,Evap,WL,OK,3,0.18547,332,3,1,0.2075848303393213,0.2682634730538922,-0.1111111111111111,0.761414241622575,False,False,not_significant,False,500
Rainy_Lake,P,Evap,OK,4,0.15085,328,8,1,0.1377245508982036,0.1909053180767178,0.8888888888888888,0.000242504409171,True,False,not_significant,False,500
Rainy_Lake,P,R,OK,3,0.50218,331,5,1,0.0019960079840319,0.0049604932147539,0.9444444444444444,4.96031746031746e-05,True,True,resolved,True,500
Rainy_Lake,P,RegFlow,OK,1,0.43642,321,5,1,0.0019960079840319,0.0049604932147539,0.611111111111111,0.0247409611992945,True,True,resolved,True,500
Rainy_Lake,P,SWE,OK,7,0.12153,328,6,1,0.3692614770459081,0.4272003937330818,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Rainy_Lake,P,T,OK,5,0.11878,329,7,1,0.4570858283433133,0.5012429449195603,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Rainy_Lake,P,WL,OK,1,0.18812,333,3,1,0.0818363273453093,0.1245335416124273,0.7777777777777778,0.0024250440917107,True,False,not_significant,False,500
Rainy_Lake,R,Evap,OK,2,0.55251,328,8,1,0.0019960079840319,0.0049604932147539,0.9444444444444444,4.96031746031746e-05,True,True,resolved,True,500
Rainy_Lake,R,P,OK,2,0.65637,326,10,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Rainy_Lake,R,RegFlow,OK,1,0.79256,321,5,1,0.0019960079840319,0.0049604932147539,0.7222222222222222,0.0058862433862433,True,True,resolved,True,500
Rainy_Lake,R,SWE,OK,3,0.52626,330,6,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Rainy_Lake,R,T,OK,-5,0.30402,324,7,1,0.0059880239520958,0.0129637631952589,0.8888888888888888,0.000242504409171,True,True,rejected_reverse,False,500
Rainy_Lake,R,WL,OK,1,0.43303,333,3,1,0.0019960079840319,0.0049604932147539,0.3888888888888889,0.1801807760141093,False,False,not_significant,False,500
Rainy_Lake,RegFlow,Evap,OK,2,0.47823,326,8,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Rainy_Lake,RegFlow,P,OK,1,0.6382,324,10,1,0.0019960079840319,0.0049604932147539,0.8888888888888888,0.000242504409171,True,True,resolved,True,500
Rainy_Lake,RegFlow,R,OK,0,0.7901,329,5,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,unresolved_contemporaneous,True,500
Rainy_Lake,RegFlow,SWE,OK,1,0.43467,328,6,1,0.0019960079840319,0.0049604932147539,0.8888888888888888,0.000242504409171,True,True,resolved,True,500
Rainy_Lake,RegFlow,T,OK,2,0.22233,327,7,1,0.091816367265469,0.1357847684911866,0.5555555555555556,0.0446152998236331,True,False,not_significant,False,500
Rainy_Lake,RegFlow,WL,OK,1,0.64028,331,3,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Rainy_Lake,SWE,Evap,OK,6,0.53493,328,8,1,0.0019960079840319,0.0049604932147539,0.9444444444444444,4.96031746031746e-05,True,True,resolved,True,500
Rainy_Lake,SWE,P,OK,-1,0.39266,325,10,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,rejected_reverse,False,500
Rainy_Lake,SWE,R,OK,6,0.47861,329,5,1,0.0039920159680638,0.0087782550083079,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Rainy_Lake,SWE,RegFlow,OK,5,0.43655,320,5,1,0.0059880239520958,0.0129637631952589,0.9444444444444444,4.96031746031746e-05,True,True,resolved,True,500
Rainy_Lake,SWE,T,OK,3,0.51309,329,7,1,0.0019960079840319,0.0049604932147539,0.8333333333333334,0.0008542768959435,True,True,resolved,True,500
Rainy_Lake,SWE,WL,OK,2,0.22558,333,3,1,0.2395209580838323,0.3048448557430593,0.7777777777777778,0.0024250440917107,True,False,not_significant,False,500
Rainy_Lake,T,Evap,OK,4,0.46394,328,8,1,0.0019960079840319,0.0049604932147539,0.9444444444444444,4.96031746031746e-05,True,True,resolved,True,500
Rainy_Lake,T,P,OK,-1,0.14044,325,10,1,0.2734530938123752,0.3408020753744736,0.8888888888888888,0.000242504409171,True,False,not_significant,False,500
Rainy_Lake,T,R,OK,1,0.18493,331,5,1,0.2894211576846307,0.3564718071189,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Rainy_Lake,T,RegFlow,OK,10,0.22239,315,5,1,0.0898203592814371,0.1337750031851191,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Rainy_Lake,T,SWE,OK,0,0.35811,330,6,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,unresolved_contemporaneous,True,500
Rainy_Lake,T,WL,OK,6,0.1417,329,3,1,0.5149700598802395,0.5531647702038378,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Rainy_Lake,WL,Evap,OK,0,0.30163,328,8,1,0.0159680638722554,0.0316348435205061,0.7222222222222222,0.0058862433862433,True,True,unresolved_contemporaneous,True,500
Rainy_Lake,WL,P,OK,1,0.56601,326,10,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Rainy_Lake,WL,R,OK,0,0.63077,331,5,1,0.0019960079840319,0.0049604932147539,0.9444444444444444,4.96031746031746e-05,True,True,unresolved_contemporaneous,True,500
Rainy_Lake,WL,RegFlow,OK,1,0.73119,321,5,1,0.0019960079840319,0.0049604932147539,0.8888888888888888,0.000242504409171,True,True,resolved,True,500
Rainy_Lake,WL,SWE,OK,-3,0.27277,327,6,1,0.0998003992015968,0.1460493646852636,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Rainy_Lake,WL,T,OK,3,0.18385,329,7,1,0.3333333333333333,0.3999999999999999,0.7777777777777778,0.0024250440917107,True,False,not_significant,False,500
Sipiwesk_Lake,Evap,P,OK,10,0.18818,325,5,1,0.0279441117764471,0.0514759953776657,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Sipiwesk_Lake,Evap,R,OK,-10,0.15214,322,4,1,0.4071856287425149,0.4560479041916167,0.8333333333333334,0.0008542768959435,True,False,not_significant,False,500
Sipiwesk_Lake,Evap,RegFlow,OK,1,0.18275,330,3,1,0.497005988023952,0.5379961726032471,0.8888888888888888,0.000242504409171,True,False,not_significant,False,500
Sipiwesk_Lake,Evap,SWE,OK,2,0.14526,329,7,1,0.2455089820359281,0.3115219711634133,0.3888888888888889,0.1801807760141093,False,False,not_significant,False,500
Sipiwesk_Lake,Evap,T,OK,1,0.45565,333,3,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Sipiwesk_Lake,Evap,WL,OK,-10,0.26379,231,5,1,0.1756487025948103,0.233457136360191,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Sipiwesk_Lake,P,Evap,OK,-7,0.1325,320,9,1,0.1277445109780439,0.1782481548530845,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Sipiwesk_Lake,P,R,OK,2,0.40569,332,4,1,0.0019960079840319,0.0049604932147539,0.9444444444444444,4.96031746031746e-05,True,True,resolved,True,500
Sipiwesk_Lake,P,RegFlow,OK,2,0.19419,330,3,1,0.0798403193612774,0.1223829712837099,0.6666666666666666,0.0126653439153439,True,False,not_significant,False,500
Sipiwesk_Lake,P,SWE,OK,-7,0.08703,322,7,1,0.6626746506986028,0.6821650816015028,0.8888888888888888,0.000242504409171,True,False,not_significant,False,500
Sipiwesk_Lake,P,T,OK,1,0.18558,333,3,1,0.1077844311377245,0.1545032801291614,0.8888888888888888,0.000242504409171,True,False,not_significant,False,500
Sipiwesk_Lake,P,WL,OK,-5,0.26011,234,5,1,0.0099800399201596,0.0204469110559369,1.0,5.5114638447971785e-06,True,True,rejected_reverse,False,500
Sipiwesk_Lake,R,Evap,OK,2,0.26471,327,9,1,0.0199600798403193,0.0381056069678824,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Sipiwesk_Lake,R,P,OK,0,0.51069,331,5,1,0.0019960079840319,0.0049604932147539,0.5,0.0751763668430335,False,False,not_significant,False,500
Sipiwesk_Lake,R,RegFlow,OK,3,0.6268,329,3,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Sipiwesk_Lake,R,SWE,OK,-3,0.44835,326,7,1,0.0019960079840319,0.0049604932147539,0.8888888888888888,0.000242504409171,True,True,rejected_reverse,False,500
Sipiwesk_Lake,R,T,OK,1,0.13084,333,3,1,0.5209580838323353,0.5567490972253966,0.5,0.0751763668430335,False,False,not_significant,False,500
Sipiwesk_Lake,R,WL,OK,3,0.64351,239,5,1,0.0019960079840319,0.0049604932147539,0.5,0.0751763668430335,False,False,not_significant,False,500
Sipiwesk_Lake,RegFlow,Evap,OK,-7,0.26935,319,9,1,0.0698602794411177,0.1090755292389199,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Sipiwesk_Lake,RegFlow,P,OK,-6,0.3409,324,5,1,0.0019960079840319,0.0049604932147539,0.8888888888888888,0.000242504409171,True,True,rejected_reverse,False,500
Sipiwesk_Lake,RegFlow,R,OK,-1,0.67931,330,4,1,0.0019960079840319,0.0049604932147539,0.8888888888888888,0.000242504409171,True,True,rejected_reverse,False,500
Sipiwesk_Lake,RegFlow,SWE,OK,-4,0.36295,324,7,1,0.0039920159680638,0.0087782550083079,0.9444444444444444,4.96031746031746e-05,True,True,rejected_reverse,False,500
Sipiwesk_Lake,RegFlow,T,OK,2,0.21561,332,3,1,0.0359281437125748,0.0631373236790018,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Sipiwesk_Lake,RegFlow,WL,OK,1,0.95248,239,5,1,0.0019960079840319,0.0049604932147539,0.8333333333333334,0.0008542768959435,True,True,resolved,True,500
Sipiwesk_Lake,SWE,Evap,OK,0,0.29946,327,9,1,0.0538922155688622,0.0880728814744052,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Sipiwesk_Lake,SWE,P,OK,-1,0.35584,330,5,1,0.0039920159680638,0.0087782550083079,1.0,5.5114638447971785e-06,True,True,rejected_reverse,False,500
Sipiwesk_Lake,SWE,R,OK,6,0.44967,329,4,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Sipiwesk_Lake,SWE,RegFlow,OK,12,0.27933,320,3,1,0.2075848303393213,0.2682634730538922,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Sipiwesk_Lake,SWE,T,OK,0,0.38015,333,3,1,0.0039920159680638,0.0087782550083079,0.6666666666666666,0.0126653439153439,True,True,unresolved_contemporaneous,True,500
Sipiwesk_Lake,SWE,WL,OK,4,0.33356,239,5,1,0.3293413173652694,0.3986263783671849,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Sipiwesk_Lake,T,Evap,OK,7,0.37971,327,9,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Sipiwesk_Lake,T,P,OK,2,0.13935,331,5,1,0.2974051896207584,0.3641696199437859,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Sipiwesk_Lake,T,R,OK,-10,0.21053,322,4,1,0.0319361277445109,0.0578154036754077,0.8888888888888888,0.000242504409171,True,False,not_significant,False,500
Sipiwesk_Lake,T,RegFlow,OK,-5,0.19992,325,3,1,0.0718562874251497,0.1109545614653046,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Sipiwesk_Lake,T,SWE,OK,2,0.42822,329,7,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Sipiwesk_Lake,T,WL,OK,12,0.18354,231,5,1,0.3353293413173652,0.4001088731627653,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Sipiwesk_Lake,WL,Evap,OK,12,0.20567,294,9,1,0.3852295409181637,0.4384726481995359,0.8333333333333334,0.0008542768959435,True,False,not_significant,False,500
Sipiwesk_Lake,WL,P,OK,-3,0.36309,299,5,1,0.0019960079840319,0.0049604932147539,0.8888888888888888,0.000242504409171,True,True,rejected_reverse,False,500
Sipiwesk_Lake,WL,R,OK,-1,0.67848,302,4,1,0.0019960079840319,0.0049604932147539,0.0,1.0,False,False,not_significant,False,500
Sipiwesk_Lake,WL,RegFlow,OK,2,0.95114,302,3,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Sipiwesk_Lake,WL,SWE,OK,-5,0.34935,295,7,1,0.0219560878243512,0.0417265017476359,1.0,5.5114638447971785e-06,True,True,rejected_reverse,False,500
Sipiwesk_Lake,WL,T,OK,-1,0.21612,303,3,1,0.0958083832335329,0.1411913016073117,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Skaha_Lake,Evap,P,OK,-2,0.09957,324,10,1,0.6147704590818364,0.6375397353441266,0.8888888888888888,0.000242504409171,True,False,not_significant,False,500
Skaha_Lake,Evap,R,OK,5,0.42667,330,5,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Skaha_Lake,Evap,RegFlow,OK,-5,0.22088,327,4,1,0.0179640718562874,0.035092605486701,0.9444444444444444,4.96031746031746e-05,True,True,rejected_reverse,False,500
Skaha_Lake,Evap,SWE,OK,5,0.44873,330,6,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Skaha_Lake,Evap,T,OK,0,0.12855,327,9,1,0.3972055888223553,0.4484579228639495,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Skaha_Lake,Evap,WL,OK,-11,0.13358,302,4,1,0.5988023952095808,0.6303183107469271,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Skaha_Lake,P,Evap,OK,6,0.16629,329,3,1,0.091816367265469,0.1357847684911866,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Skaha_Lake,P,R,OK,5,0.22623,330,5,1,0.0019960079840319,0.0049604932147539,0.8333333333333334,0.0008542768959435,True,True,resolved,True,500
Skaha_Lake,P,RegFlow,OK,2,0.24707,332,4,1,0.0039920159680638,0.0087782550083079,0.7222222222222222,0.0058862433862433,True,True,resolved,True,500
Skaha_Lake,P,SWE,OK,1,0.26378,330,6,1,0.0019960079840319,0.0049604932147539,0.6666666666666666,0.0126653439153439,True,True,resolved,True,500
Skaha_Lake,P,T,OK,5,0.25991,327,9,1,0.0019960079840319,0.0049604932147539,0.9444444444444444,4.96031746031746e-05,True,True,resolved,True,500
Skaha_Lake,P,WL,OK,1,0.17802,313,4,1,0.1177644710578842,0.1654216650311417,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Skaha_Lake,R,Evap,OK,0,0.26032,333,3,1,0.0239520958083832,0.0449101796407185,0.9444444444444444,4.96031746031746e-05,True,True,unresolved_contemporaneous,True,500
Skaha_Lake,R,P,OK,3,0.33173,326,10,1,0.0019960079840319,0.0049604932147539,0.9444444444444444,4.96031746031746e-05,True,True,resolved,True,500
Skaha_Lake,R,RegFlow,OK,4,0.52744,331,4,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Skaha_Lake,R,SWE,OK,2,0.71694,330,6,1,0.0019960079840319,0.0049604932147539,0.9444444444444444,4.96031746031746e-05,True,True,resolved,True,500
Skaha_Lake,R,T,OK,11,0.17733,324,9,1,0.1117764471057884,0.158601715487943,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Skaha_Lake,R,WL,OK,1,0.14505,313,4,1,0.5169660678642715,0.5538922155688623,0.5555555555555556,0.0446152998236331,True,False,not_significant,False,500
Skaha_Lake,RegFlow,Evap,OK,-3,0.15139,330,3,1,0.2654690618762475,0.3358343553856143,0.8888888888888888,0.000242504409171,True,False,not_significant,False,500
Skaha_Lake,RegFlow,P,OK,2,0.59941,326,10,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Skaha_Lake,RegFlow,R,OK,2,0.64908,331,5,1,0.0019960079840319,0.0049604932147539,0.3333333333333333,0.2595182980599647,False,False,not_significant,False,500
Skaha_Lake,RegFlow,SWE,OK,-1,0.56407,329,6,1,0.0019960079840319,0.0049604932147539,0.9444444444444444,4.96031746031746e-05,True,True,rejected_reverse,False,500
Skaha_Lake,RegFlow,T,OK,-8,0.22977,319,9,1,0.1836327345309381,0.2417735062789781,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Skaha_Lake,RegFlow,WL,OK,11,0.09515,305,4,1,0.936127744510978,0.9448728442395784,0.6666666666666666,0.0126653439153439,True,False,not_significant,False,500
Skaha_Lake,SWE,Evap,OK,1,0.31724,333,3,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Skaha_Lake,SWE,P,OK,5,0.39351,326,10,1,0.0019960079840319,0.0049604932147539,0.8888888888888888,0.000242504409171,True,True,resolved,True,500
Skaha_Lake,SWE,R,OK,5,0.71757,330,5,1,0.0019960079840319,0.0049604932147539,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Skaha_Lake,SWE,RegFlow,OK,5,0.48669,330,4,1,0.0019960079840319,0.0049604932147539,0.7777777777777778,0.0024250440917107,True,True,resolved,True,500
Skaha_Lake,SWE,T,OK,2,0.28963,327,9,1,0.0419161676646706,0.0709870581417809,0.4444444444444444,0.1194389329805996,False,False,not_significant,False,500
Skaha_Lake,SWE,WL,OK,-1,0.14573,312,4,1,0.6347305389221557,0.6566177988849886,-0.2777777777777778,0.3584876543209876,False,False,not_significant,False,500
Skaha_Lake,T,Evap,OK,1,0.21716,333,3,1,0.0259481037924151,0.048222139791214,1.0,5.5114638447971785e-06,True,True,resolved,True,500
Skaha_Lake,T,P,OK,3,0.2528,326,10,1,0.0239520958083832,0.0449101796407185,0.8333333333333334,0.0008542768959435,True,True,resolved,True,500
Skaha_Lake,T,R,OK,5,0.16146,330,5,1,0.1696606786427145,0.226214238190286,0.2222222222222222,0.4767085537918871,False,False,not_significant,False,500
Skaha_Lake,T,RegFlow,OK,-5,0.06233,327,4,1,0.93812375249501,0.9448728442395784,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Skaha_Lake,T,SWE,OK,4,0.22165,330,6,1,0.0479041916167664,0.0795247449764502,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Skaha_Lake,T,WL,OK,-12,0.23013,301,4,1,0.0339321357285429,0.0606446681105873,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Skaha_Lake,WL,Evap,OK,-3,0.12367,323,3,1,0.5229540918163673,0.5574637526976505,0.8888888888888888,0.000242504409171,True,False,not_significant,False,500
Skaha_Lake,WL,P,OK,4,0.14615,319,10,1,0.4950099800399201,0.5372201333766575,0.8333333333333334,0.0008542768959435,True,False,not_significant,False,500
Skaha_Lake,WL,R,OK,0,0.14056,324,5,1,0.6147704590818364,0.6375397353441266,0.9444444444444444,4.96031746031746e-05,True,False,not_significant,False,500
Skaha_Lake,WL,RegFlow,OK,-9,0.13147,316,4,1,0.499001996007984,0.5387682219109339,0.7777777777777778,0.0024250440917107,True,False,not_significant,False,500
Skaha_Lake,WL,SWE,OK,1,0.15993,323,6,1,0.4710578842315369,0.5138813282525858,1.0,5.5114638447971785e-06,True,False,not_significant,False,500
Skaha_Lake,WL,T,OK,8,0.0363,320,9,1,0.9680638722554892,0.9680638722554892,0.7777777777777778,0.0024250440917107,True,False,not_significant,False,500
Split_Lake,Evap,P,OK,-1,0.20455,328,7,1,0.0099800399201596,0.0204469110559369,1.0,5.5114638447971785e-06,True,True,rejected_reverse,False,500
